name,category,expertise,address/state,address/street/0,address/neighborhood,address/city,address/phone,description,operation,price_avg,payment_methods/credit_card/0,payment_methods/credit_card/1,payment_methods/credit_card/2,payment_methods/credit_card/3,payment_methods/debit_card/0,payment_methods/debit_card/1,payment_methods/debit_card/2,services/0,services/1,services/2,location/lat,location/lng,payment_methods/credit_card/4,services/3,services/4,services/5,rating,vote_count
Pomodoro Café,Restaurantes,Italiano,PE,"Rua Alfredo Fernandes, 77",Casa Forte,Recife,3314-0530,"O chef Duca Lapenda homenageia a tradição cantineira com receitas como o paillard com fettuccine em creme de manteiga e parmesão (R$ 49,00). O nhoque do reino, feito de batata-doce, vai ao prato envolto em fonduta de queijo do reino (R$ 39,00). Servida como entrada, a burrata empanada com molho de tomate (R$ 32,00) harmoniza com o vinho tinto italiano L'Arco Chianti (R$ 114,00). Para encerrar, tem pavê de pistache com zabaione (R$ 26,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",18h/0h (sex. e sáb. jantar até 1h; dom. também almoço 11h/15h e jantar até 23h; fecha seg.),79,American Express,Dinners,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0361587,-34.9167046,,Levar vinhos (permite),Lugares/Capacidade (total 100),Vinho em taça,4.92,145
China Dragon,Restaurantes,Chineses,PE,"Rua Maestro Nelson Ferreira, 120",Jaboatão dos Guararapes,Piedade,(81) 3468-2747,"A casa é conhecida pelas porções fartas, que servem quatro pessoas. Acompanhada de batata frita, a carne acebolada com shoyu (R$ 36,00) combina com o arroz da casa (R$ 16,50), que leva frango, presunto, ovo e cenoura. O bifum, massa à base de arroz, mistura frango, carne bovina, ovo mexido, cenoura, chuchu e acelga (R$ 33,00). Rolinhos de camarão com catupiry (R$ 5,80 a unidade) abrem a refeição, que se encerra com musse de bem-casado (R$ 5,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/15h e 18h/23h (sáb. e dom. sem intervalo),47,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Ar condicionado,Lugares/Capacidade (total 200),-8.1779569,-34.920603,Visa,,,,3.92,264
Cantinho da Paz,Restaurantes,Cozinha regional,PE,"Rua Antônio Ferreira Campos, 5024",Candeias,Jaboatão dos Guararapes,(81) 3469-4359/3093-6703,"A cozinha da casa, fundada há 25 anos, agora é comandada pela família de Maria da Paz, falecida no ano passado. O menu mantém-se o mesmo. Um dos pratos mais pedidos, a roupa velha traz charque acebolado na companhia de vinagrete, arroz, farofa e macaxeira cozida (R$ 68,90, para três pessoas). As mesmas guarnições reforçam o filé de bode na brasa (R$ 119,20, para três pessoas). Na entrada, o sarapatel (R$ 37,80) e o sururu no leite do coco (R$ 33,80) chegam à mesa com farofa e vinagrete. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/22h (dom. até 18h; fecha seg.),74,Mastercard,Visa,,,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Atividades para crianças,-8.199049,-34.9232586,,Lugares/Capacidade (total 200),,,3.8,102
Libório,Restaurantes,Variados,PE,"Avenida Doutor Malaquias, 130",Aflitos,Recife,3426-9719,"Nas duas unidades, fazem sucesso os dezenove tipos de crepe. O de filé-mignon com cogumelos flambados e creme de queijo Prima Donna (R$ 38,90, para duas pessoas) disputa a dianteira com o de camarão, mix de queijos e damasco (R$ 34,90). O prato de frutos do mar flambados vai à mesa com fettuccine ao molho de tomate (R$ 52,90). Na carta de vinhos, o tinto português Rapariga da Quinta vale R$ 62,00. Sob calda quente de caramelo, o brownie de chocolate e nozes é servido com sorvete de cappuccino (R$ 21,90). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",17h/0h,47,American Express,Dinners,Mastercard,Visa,Maestro,Visa Electron,,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0384659,-34.9037897,,Atividades para crianças,Estacionamento,Levar vinhos (permite),2.78,212
Seu Luna,Restaurantes,Cozinha regional,PE,"Avenida Saldanha Marinho, 645",Ipsep,Recife,(81) 3339-0012,"A chef Cláudia Luna, filha dos fundadores, comanda a cozinha e mantém a tradição da casa, especializada no chambaril. O prato completo, com pirão, arroz e legumes, alimenta três pessoas (R$ 62,00). Quem preferir a buchada de bode com pirão e arroz (R$ 63,00, para quatro pessoas) pode escolher a versão com a cabeça (R$ 69,00). Para abrir o apetite, tem boa saída o caldão de dobradinha ou feijão (R$ 5,00 cada um). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/16h (sex. a dom. até 17h; fecha seg.),40,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Lugares/Capacidade (total 160),-8.1168804,-34.9242109,Visa,,,,3.81,251
Ça Va,Restaurantes,Variados,PE,"Rua Capitão Rebelinho, 519",Boa Viagem,Recife,3034-0008,"Abre o apetite o camarão em crosta de presunto de cru, servido com purê de banana-da-terra (R$ 54,00, para duas pessoas). Em seguida, o risoto de pato com queijo Prima Donna e damasco (R$ 52,00) escolta o vinho tinto chileno Casa del Toqui Reserva Pinot Noir (R$ 89,90). Na ala dos pescados, faz sucesso o risoto de polvo, lula, camarão e pescada-amarela com manteiga de limão-siciliano e ervas (R$ 50,00). Para finalizar, o trio sensação traz três sabores de petit gâteau: goiabada com requeijão, doce de leite e chocolate (R$ 22,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/15h e 19h/0h (sáb. só jantar até 1h; dom. só almoço até 16h),28,Dinners,Mastercard,Visa,,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0955508,-34.8861609,,Levar vinhos (permite),Lugares/Capacidade (total 60),Valet/Manobrista,2.74,168
Picanha da Praia,Restaurantes,Carnes,PE,"Rua Carlos Pereira Falcão, 124",Boa Viagem,Recife,3033-1566,"Requisitado como entrada, o gurjão de peixe traz lascas de filé de merluza empanadas servidas com molho rosé (R$ 33,90). A especialidade da casa é a picanha argentina da praia, acompanhada de feijão, arroz, farofa, batata frita e vinagrete (R$ 44,90). Mesmas guarnições recebe a picanha de cordeiro (R$ 58,90), entregue em porção suficiente para duas pessoas. Na sobremesa, a clientela quase sempre escolhe a cartola (R$ 14,90). De segunda a sexta, a casa monta um bufê de almoço entre 11h30 e 15h30 (R$ 43,90 o quilo). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/1h (seg. e ter. até 0h; sex. até 2h; dom. 12h/23h),42,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Lugares/Capacidade (total 150),-8.1259473,-34.9013802,Visa,Vinho em taça,,,1.21,127
Tapa de Cuadril,Restaurantes,Carnes,PE,"Avenida Conselheiro Aguiar, 1089",Boa Viagem,Recife,3326-0250,"Depois do pão australiano recheado com tomate confitado e manjericão, queijo Prima Donna e presunto cru, gratinado no forno (R$ 32,90), a clientela aposta no garlic sirloin special steak - o corte do contrafilé, com 400 gramas, leva creme de alho e parmesão e é guarnecido de alho torrado no azeite e arroz de alho confitado (R$ 75,00, para duas pessoas). O turnedô de filé-mignon grelhado na parrilha, ao molho de vinho malbec, é servido com risoto de queijo (R$ 69,00). Da adega sai o tinto argentino Alamos Red Blend (R$ 95,00). Para encerrar, o waffle com calda quente de chocolate e sorvete de doce de leite custa R$ 17,90. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h30/16h e 18h30/0h (sex. e sáb. sem intervalo até 2h; dom. sem intervalo até 19h; fecha seg.),55,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0999668,-34.8883061,Visa,Estacionamento,Levar vinhos (permite),Lugares/Capacidade (total 170),2.65,20
Restaurante-Escola Senac,Restaurantes,Variados,PE,"Avenida Visconde de Suassuna, 500 - 1º andar",Santo Amaro,Recife,(81) 3413-6691,"Na cozinha, instrutores e alunos dividem o preparo da salada senac (R$ 20,00), que leva mussarela de búfala, tomate seco, presunto cru, croûtons e alface americana ao pesto. Na ala dos pratos principais, o capelete integral de ricota e espinafre ao molho de ervas (R$ 28,00) concorre com o risoto de carne de sol, banana-da-terra e quejo manteiga (R$ 35,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/15h (fecha sáb. e dom.),45,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Estacionamento,-8.0524368,-34.8880679,Visa,Lugares/Capacidade (total 120),Vinho em taça,,4.22,150
Maison do Bomfim,Restaurantes,Franceses,PE,"Rua do Bonfim, 115",Carmo,Olinda,(81) 3429-1674,"Em pleno Sítio Histórico de Olinda, o chef Jeff Colas recebe a clientela servindo salada de endívia com queijo bussan, ervas frescas e vinagrete de frutas vermelhas (R$ 32,00, para duas pessoas). O prato principal pode ser costela de cordeiro grelhada com crosta de ervas frescas, feijão-verde e molho hortelã e coentro (R$ 44,00), na companhia do vinho francês Franc Beauséjour Bordeaux (R$ 79,90). Finaliza a cocada de forno com calda de goiaba natural e sorvete de coco (R$ 14,90). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/16h e 18h/1h (ter. e qua. só almoço; dom. sem intervalo até 21h; fecha seg.),22,Dinners,Hipercard,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Levar vinhos (permite),-8.0158216,-34.8519513,,Lugares/Capacidade (total 80),Valet/Manobrista,Vinho em taça,1.92,177
Mamma Mia,Restaurantes,Italiano,PE,"Rua das Piscinas Naturais, s/nº - lojas 11 e 12, Galeria Cheiro do Mar",Porto de Galinhas,Ipojuca,3552-1778,"Quem pede o coquetel aperol spritz (R$ 29,00) recebe também amendoim, salame italiano, provolone e azeitona enquanto espera pelo prato principal. Pode ser filé-mignon no vinho do Porto, acompanhado de abobrinha e berinjela grelhadas e pão italiano (R$ 38,00), ou espaguete ao molho de lagosta, vinho branco e tomate (R$ 47,00). À noite, são assadas pizzas como a mamma mia, que leva molho branco, mussarela, gorgonzola, cebola e azeitona (R$ 46,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",18h/23h,47,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Estacionamento,Levar vinhos (permite),-8.5068648,-35.001154,Visa,Lugares/Capacidade (total 74),Vinho em taça,,3.21,220
Sal e Brasa,Restaurantes,Rodízio Carne Pizzaria,PE,"Avenida Recife, 451-A",Imbiribeira,Recife,(81) 3339-3125,"Entre os 35 cortes que circulam no espeto, o bife ancho e a picanha são os mais disputados, seguidos pela costela assada no bafo por oito horas. Cinquenta guarnições, pratos de frutos do mar e sushis são enfileirados no bufê. No almoço, o cliente paga R$ 32,90, de segunda a quinta, R$ 34,90, às sextas e sábados, e R$ 42,90 aos domingos. À noite, vigora preço único: R$ 29,90. Sobremesas como o petit gâteau (R$ 12,90) são cobradas à parte. Na carta de vinhos com 120 rótulos, o chileno Casa Silva Cabernet Sauvignon é desarrolhado por R$ 75,00. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/16h e 18h/0h (sex. e sáb. sem intervalo; dom. sem intervalo até 23h),52,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.1220019,-34.9207252,Visa,Atividades para crianças,Estacionamento,Lugares/Capacidade (total 800),1.66,243
Kisu,Restaurantes,Japonesa,PE,"Av. República do Líbano, 251 - Shopping RioMar",Pina,Recife,3327-0569,"Da cozinha chefiada pelo paulista Dylan Koishi, saem entradas como os tacos recheados com lagosta (R$ 25,00), atum ou salmão (R$ 18,00), incrementados com cebolinha, gengibre e salsa criola, à base de cebola, pimentão, tomate e vinagre. A refeição segue com o atum selado com gergelim, ladeado por purê de wassabi (R$ 49,90). A partir das 18h, o rodízio (R$ 69,90) engloba 32 pratos quentes e frios, entre eles o joe de camarão, salmão maçaricado e cream cheese. Hit do bar, o lichia martini leva Absolut Vanilla e limão-siciliano (R$ 21,00). No almoço executivo de segunda a sexta, qualquer prato principal dá direito a uma entrada e sobremesa pelo mesmo valor. É o caso do combinado de catorze peças (R$ 35,00) e do camarão em crosta de amêndoas mais arroz yakimeshi (R$ 50,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/0h (sex. e sáb. até 1h),80,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0857897,-34.8973497,Visa,Estacionamento,Levar vinhos (permite),Lugares/Capacidade (total 150),4.5,23
Barcaxeira,Restaurantes,Cozinha regional,PE,"Rua da Esperança, 458",Porto de Galinhas,Ipojuca,(81) 3552-1913,"No menu de inspiração praieira, sobressaem a panelinha de bobó de camarão com farofa (R$ 32,90) e o camarão nordestino ao molho de shiitake, servido com arroz de cheiro verde e jerimum e purê de macaxeira com queijo de coalho (R$ 41,90). Preparado com filé-mignon, a carne de sol (R$ 89,90, para dois) sai com queijo de coalho assado, arroz, feijão-verde e purê de macaxeira gratinado. No rol dos doces, não há concorrência para o lampião, que consiste em queijo de coalho assado com sorvete de tapioca e calda de goiaba (R$ 15,90). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/23h,56,Mastercard,Visa,,,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Atividades para crianças,-8.5060244,-35.0029602,,Levar vinhos (permite),Lugares/Capacidade (total 80),Vinho em taça,1.8,119
Cabidela da Natália,Restaurantes,Cozinha regional,PE,"Loteamento Porto do Sol, quadra L",Praia do Cupe - Porto de Galinhas,Ipojuca,3552-2577,"A especialidade da cozinha está estampada no nome da casa. É a proprietária, Natália Melo, quem prepara a galinha à cabidela, servida com arroz, feijão-verde, farofa de jerimum, macaxeira frita e vinagrete (R$ 56,90, para duas pessoas). Também pode ser compartilhado o cabrito assado no forno (R$ 62,90), servido com as mesmas guarnições. Para a entrada, a casquinha de siri (R$ 6,90) é a preferida dos clientes. Na lista de sobremesas aparece a cartola (R$ 12,90), feita com queijo manteiga. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h30/22h (fecha seg.),27,Hipercard,Mastercard,Visa,,Maestro,Visa Electron,,Acesso wireless,Lugares/Capacidade (total 75),Vinho em taça,-8.4994484,-35.0073939,,,,,4.17,5
Caprino's Culinária Regional,Restaurantes,Cozinha regional,PE,"Rua General Abreu e Lima, 407",Tamarineira,Recife,3242-3747,"No começo, costela de cordeiro na brasa com batata frita, vinagrete, farofa e pasta de alho (R$ 26,90) disputa a preferência com a tripinha suína frita (R$ 18,90). Ambas pedem a escolta da cerveja Eisenbahn Dunkel (R$ 6,90 a long neck). No rol dos principais, todos para até quatro pessoas, escolhe-se entre galinha à cabidela, servida com feijão-macáçar, arroz, fava e vinagrete (R$ 52,90), e pernil de cordeiro ao molho branco e geleia de menta, guarnecido por feijão-tropeiro, pirão de queijo e farofa matuta (R$ 70,90). A cartola com mel de engenho e canela adiciona R$ 14,90 à conta. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/23h (dom. até 19h; fecha seg.),30,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0318419,-34.9006143,Visa,Atividades para crianças,Lugares/Capacidade (total 196),Vinho em taça,2.06,169
Peixe na Telha,Restaurantes,Peixes e frutos do mar,PE,"Avenida Beira-Mar, 40B",Porto de Galinhas,Ipojuca,(81) 3552-1323,"Bolinhos de bacalhau (R$ 16,90, seis unidades) são devorados entre goles de caipirosca de umbu-cajá (R$ 13,00). O peixe vermelho leva recheio de cuscuz marroquino, camarão, cenoura, passa de caju, ervilha e parmesão (R$ 136,00, para três) - duas guarnições podem ser escolhidas a gosto, entre elas arroz de castanha com canela e batata dourada na manteiga de ervas. O petit gâteau de goiabada (R$ 18,00, para dois) vai à mesa com sorvete de tapioca. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",10h/16h e 18h30/22h,70,American Express,Dinners,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Ar condicionado,Atividades para crianças,-8.507095,-35.0028751,,Levar vinhos (permite),Lugares/Capacidade (total 260),,3.36,201
